epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,1039.75,1.38307,1.68949,1.23453,0.3673,0.34055,0.30684,0.18182,1.58035,2.19255,1.36013,0.000366899,0.000366899,0.000366899
61,1051.38,1.36674,1.65699,1.22974,0.37958,0.3497,0.30539,0.18012,1.58994,2.20908,1.37424,0.000352037,0.000352037,0.000352037
62,1063,1.38143,1.65673,1.2297,0.40107,0.33972,0.30928,0.1811,1.58943,2.21598,1.36161,0.000337325,0.000337325,0.000337325
63,1074.73,1.36198,1.6335,1.21998,0.40487,0.33835,0.30628,0.17916,1.58985,2.22765,1.36218,0.000322778,0.000322778,0.000322778
64,1086.34,1.37559,1.64129,1.22868,0.36355,0.3635,0.30544,0.17808,1.59427,2.21286,1.36474,0.000308412,0.000308412,0.000308412
65,1097.81,1.35982,1.64322,1.22741,0.36912,0.34948,0.30358,0.17953,1.59524,2.24297,1.37311,0.000294239,0.000294239,0.000294239
66,1109.15,1.33557,1.59812,1.22052,0.37532,0.34926,0.31063,0.18483,1.58228,2.20968,1.36304,0.000280275,0.000280275,0.000280275
67,1120.44,1.36878,1.60428,1.22069,0.38351,0.33914,0.30695,0.18074,1.59672,2.2388,1.37515,0.000266532,0.000266532,0.000266532
68,1131.87,1.3451,1.57572,1.22072,0.3874,0.33084,0.30378,0.18025,1.59575,2.28486,1.37472,0.000253024,0.000253024,0.000253024
69,1143.23,1.34344,1.57453,1.21151,0.37854,0.34479,0.30928,0.18253,1.59362,2.2465,1.37072,0.000239766,0.000239766,0.000239766
70,1154.72,1.33395,1.55487,1.21322,0.40152,0.33367,0.31692,0.18369,1.6079,2.22176,1.36914,0.000226769,0.000226769,0.000226769
71,1166.38,1.33858,1.52969,1.20473,0.36739,0.36004,0.31031,0.1812,1.5953,2.23396,1.36948,0.000214046,0.000214046,0.000214046
72,1178.09,1.34188,1.53363,1.20253,0.38973,0.34053,0.31223,0.18336,1.60267,2.19883,1.37135,0.000201611,0.000201611,0.000201611
73,1189.48,1.33608,1.53008,1.20956,0.37864,0.36101,0.32022,0.1879,1.59446,2.1979,1.36825,0.000189475,0.000189475,0.000189475
74,1200.81,1.3339,1.53198,1.20334,0.38013,0.3489,0.31328,0.18666,1.59555,2.2082,1.36598,0.000177651,0.000177651,0.000177651
75,1212.34,1.31527,1.50195,1.19529,0.37354,0.35539,0.31706,0.18761,1.59484,2.21059,1.37312,0.000166149,0.000166149,0.000166149
76,1223.8,1.31393,1.46864,1.19029,0.42206,0.33988,0.32269,0.18965,1.59995,2.20574,1.37466,0.000154982,0.000154982,0.000154982
77,1235.47,1.30961,1.48878,1.19237,0.3842,0.35042,0.31759,0.18672,1.59175,2.20691,1.371,0.000144161,0.000144161,0.000144161
78,1247.09,1.31991,1.492,1.19673,0.38955,0.34483,0.31652,0.18537,1.60219,2.21472,1.37235,0.000133695,0.000133695,0.000133695
79,1258.65,1.30072,1.46438,1.18695,0.41368,0.34077,0.31931,0.18794,1.5965,2.22023,1.37249,0.000123596,0.000123596,0.000123596
80,1270.32,1.31002,1.45527,1.19013,0.39367,0.35,0.3165,0.1853,1.59846,2.21706,1.37245,0.000113873,0.000113873,0.000113873
81,1282.13,1.31132,1.4503,1.18941,0.39621,0.35234,0.31751,0.18544,1.5984,2.22939,1.37349,0.000104537,0.000104537,0.000104537
82,1293.68,1.29816,1.43194,1.18555,0.3909,0.3542,0.32123,0.18891,1.5912,2.22057,1.37347,9.55951e-05,9.55951e-05,9.55951e-05
