epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,119.553,0.59851,0.49804,1.04262,0.89702,0.87685,0.91309,0.76272,0.73017,0.53128,1.17156,5.71106e-05,5.71106e-05,5.71106e-05
88,120.874,0.59011,0.50794,1.0485,0.88519,0.88535,0.91577,0.76797,0.68825,0.53423,1.12182,5.07115e-05,5.07115e-05,5.07115e-05
89,122.173,0.59288,0.50014,1.03827,0.88539,0.88459,0.91343,0.77625,0.67635,0.54,1.112,4.47606e-05,4.47606e-05,4.47606e-05
90,123.516,0.62947,0.51967,1.04092,0.88764,0.879,0.90785,0.77498,0.68096,0.53992,1.1193,3.9264e-05,3.9264e-05,3.9264e-05
91,134.324,0.52542,0.49701,0.98135,0.91232,0.86763,0.90085,0.76983,0.70925,0.54972,1.14953,3.4227e-05,3.4227e-05,3.4227e-05
92,135.684,0.52325,0.47008,0.98162,0.91064,0.86654,0.89952,0.76703,0.71416,0.57054,1.15251,2.96546e-05,2.96546e-05,2.96546e-05
93,137.092,0.50489,0.44623,0.96944,0.91005,0.86402,0.90098,0.77317,0.72808,0.58436,1.1559,2.55513e-05,2.55513e-05,2.55513e-05
94,138.439,0.51117,0.48151,0.98164,0.92416,0.85614,0.89984,0.77368,0.7267,0.58707,1.15453,2.19212e-05,2.19212e-05,2.19212e-05
95,139.805,0.5116,0.44187,0.97638,0.90789,0.8676,0.90212,0.77146,0.72274,0.58504,1.15082,1.87678e-05,1.87678e-05,1.87678e-05
96,141.157,0.50821,0.44328,0.9751,0.90617,0.87,0.90015,0.77314,0.72339,0.579,1.15071,1.60943e-05,1.60943e-05,1.60943e-05
97,142.448,0.48404,0.41502,0.95137,0.90731,0.86839,0.89966,0.77075,0.71705,0.56982,1.14926,1.39032e-05,1.39032e-05,1.39032e-05
98,143.76,0.48925,0.4155,0.97336,0.90792,0.86675,0.89971,0.77165,0.71721,0.56911,1.15044,1.21968e-05,1.21968e-05,1.21968e-05
99,145.108,0.48701,0.4375,0.95582,0.90851,0.86622,0.89904,0.76754,0.71286,0.56556,1.14595,1.09768e-05,1.09768e-05,1.09768e-05
100,146.418,0.47406,0.41047,0.95122,0.9098,0.86237,0.8984,0.76505,0.70933,0.56401,1.14516,1.02443e-05,1.02443e-05,1.02443e-05
